Status,age,income,OpenCredit_Lines_and_loans,loan_type,loan_amount,term,property_value,loan_limit,approv_in_adv,LTV,dtir1
1,69,5340,1,1,4080,360,368000,1,0,72.41847826,0.267683079
1,70,3600,3,3,12546,360,188000,1,1,99.20212766,0.45077636
0,63,20400,3,2,6120,360,428000,1,0,73.94859813,0.680386602
1,64,12420,3,0,0,180,388000,1,0,53.22164948,577
1,35,2820,3,1,306,360,298000,1,0,52.51677852,3.142857143
1,53,3300,1,2,10692.66,360,288000,1,0,82.11805556,0.608832507
1,51,22260,1,2,16932,360,458000,1,0,80.02183406,0.191855912
1,29,3840,2,0,5916,240,338000,1,1,90.68047337,0
1,62,6240,3,1,12648,360,4470070,1,0,6906,0.262075639
1,65,4500,3,5,8874,360,408000,1,0,62.86764706,0.61717044
1,66,15720,3,1,10200,360,1508000,1,0,20.32493369,0.254274573
1,38,3780,1,1,0,360,298000,1,1,96.1409396,2399
1,44,4740,3,1,10794.66,324,208000,1,0,70.43269231,0.107048375
1,58,3660,3,2,7650,360,158000,0,0,80.06329114,0.558592188
1,58,9000,2,1,12852,360,458000,1,0,73.47161572,0.35028966
1,49,3840,2,0,0,240,228000,1,0,68.64035088,47
1,55,3360,3,2,2936.58,360,508000,1,1,70.17716535,0.532638889
1,50,5400,2,3,5508,360,308000,1,0,34.57792208,0.628216997
1,50,220278,1,2,11624.94,360,498000,0,0,101.7068273,0.276890683
1,54,2520,3,1,5505.96,360,348000,1,0,47.84482759,0.338766438
1,45,3780,1,1,1773.78,360,278000,1,0,67.08633094,0.574137931
1,49,2640,1,2,13699.62,360,188000,1,0,67.28723404,0.544743895
1,63,5400,2,1,0,360,458000,1,0,93.12227074,1504
1,50,10320,3,3,10206.12,360,978000,1,1,22.13701431,0.631457979
1,84,6480,3,0,3570,360,558000,1,0,76.43369176,0.175378463
1,59,7920,2,1,7007.4,360,448000,1,0,59.48660714,0.179158783
0,35,7800,3,0,1869.66,360,268000,1,0,88.24626866,0.354416576
1,91,322609,3,0,6732,180,418000,1,0,85.28708134,0.036661112
1,71,2220,3,0,0,360,158000,1,0,73.73417722,413
1,74,2880,1,0,7650,360,308000,1,1,76.78571429,0.042794294
1,68,4500,1,2,0,360,9154000,0,0,3344,3150
1,50,8520,1,2,15129.66,360,258000,1,0,56.78294574,0.238573547
1,70,2940,1,3,6697.32,360,218000,1,0,80.96330275,0.894776915
0,55,9540,2,2,12055.38,360,528000,1,0,88.35227273,0.354822335
1,63,6480,3,1,3366,312,678000,1,0,58.48082596,0.308694335
1,54,0,1,0,16320,360,12170223,1,0,7569,0.005937129
1,55,3720,2,2,5995.56,360,158000,1,0,86.39240506,0.720530703
1,38,9300,2,1,2305.2,180,658000,0,0,49.62006079,0.466607696
1,33,11160,1,0,1326,180,678000,1,0,36.35693215,0.089162183
1,82,4020,2,1,10965,360,658000,1,0,28.34346505,0.093386662
1,33,2520,1,0,9774.66,360,198000,1,0,84.09090909,0.086602671
1,38,4020,2,1,6459.66,360,628000,1,0,42.43630573,0.328070729
1,66,1980,1,2,4375.8,360,685045,1,0,1292,0.418550454
1,48,6600,3,0,7548,360,10147418,1,0,4793,0.098905553
1,68,4260,3,1,0,360,338000,1,0,64.05325444,3474
1,76,13980,2,0,2907,360,658000,1,0,72.41641337,0.283760084
1,49,13680,1,1,6324,180,698000,1,0,79.7277937,0.277697146
1,59,6660,3,1,0,360,958000,1,0,58.08977035,1782
1,81,11340,1,0,6094.5,360,328000,1,0,87.34756098,0.004685408
1,40,6840,1,0,4324.8,360,12162232,1,1,2243,0.050695591
1,42,3180,1,0,9384,360,248000,1,0,83.26612903,0.221715031
1,37,4800,2,1,0,240,358000,0,0,57.68156425,1714
1,51,3240,3,2,6936,360,398000,1,0,79.52261307,0.275400676
0,64,8280,3,0,5482.5,360,478000,1,0,59.93723849,0.249255952
1,76,3480,2,2,7344,180,358000,1,0,60.47486034,0.298430774
0,66,2640,3,0,9180,360,418000,0,0,30.26315789,0
1,37,1980,3,2,5524.32,240,178000,0,0,65.4494382,0.283920989
1,66,2460,2,11,0,360,288000,1,0,75.17361111,10850
1,49,9060,1,2,5779.32,180,888000,1,0,49.15540541,0.904005647
1,59,403532,2,1,4998,360,448000,1,0,84.04017857,0.343603346
1,57,14400,2,2,0,360,7681501,1,0,2814,2484
1,28,3720,1,0,3570,360,13445652,0,1,7310,0.111968009
1,64,20340,2,2,10200,360,1158000,1,0,59.28324698,0.605239476
1,76,485455,1,0,0,360,608000,1,0,94.81907895,46
1,56,4260,1,1,9282,300,348125,0,0,3148,0.237556312
1,42,6840,2,1,7045.14,360,528000,1,0,80.77651515,0.523740591
1,77,5520,2,1,8074.32,360,11637895,1,0,2807,0.206643931
1,43,1440,2,1,3093.66,360,148000,0,0,78.71621622,0.93441002
1,43,2520,1,3,45900,360,138000,1,1,84.42028986,0.210506433
1,37,7140,2,1,6630,360,708000,1,0,68.71468927,0.370866021
1,76,5880,1,0,6375,360,538000,1,0,82.99256506,0.002079667
1,65,5220,2,1,4692,360,258000,1,1,99.41860465,0.450336883
1,31,720,1,1,2510.22,180,408000,1,0,50.6127451,0.318846466
1,75,2820,1,0,0,360,258000,0,0,80.03875969,190
1,40,3420,1,1,7501.08,324,288000,0,0,102.9513889,0.457919782
1,35,5820,2,0,0,360,438000,1,0,83.67579909,8
1,66,6600,2,0,11195.52,360,468000,0,0,95.40598291,0.076796939
0,50,11760,3,2,11178.18,360,858000,1,1,80.01165501,0.851642336
1,52,467417,3,0,3793.38,360,448000,1,0,95.20089286,0.154301075
1,65,9000,2,0,5100,360,848000,1,0,56.19103774,0.020595881
0,57,11280,1,0,2040,360,588000,1,0,72.53401361,0.099950025
1,55,5700,1,1,20544.84,240,608000,1,0,70.14802632,0.100134042
1,63,2580,3,2,5949.66,240,278000,1,0,70.68345324,0.277682551
1,58,14280,2,5,9180,360,528000,1,0,75.09469697,0.756693701
1,61,6480,2,1,10455,360,588000,0,1,92.94217687,0.226514486
1,28,8400,3,0,2040,360,488000,1,0,89.44672131,0.15842079
1,79,2220,3,2,6427.02,360,348000,1,0,53.59195402,0.288638527
0,56,15240,2,3,11049.66,360,1068000,0,1,52.10674157,0.361546982
0,30,8040,1,0,1972.68,360,348000,1,1,93.82183908,0.40878553
1,61,1380,2,1,0,360,98000,1,0,67.85714286,1925
1,63,12840,3,2,1530,360,518000,1,0,88.12741313,2.1005996
1,35,14220,1,1,1224,360,818000,0,0,83.92420538,0.950041632
1,37,2640,3,0,0,360,328000,1,0,72.10365854,96
1,77,8340,1,0,1407.6,360,8469476,1,0,7570,0
1,89,13560,2,0,383.52,96,998000,1,1,23.69739479,0.00265252
1,34,304402,3,0,408,360,438000,1,0,101.9406393,3.603491272
1,52,2880,3,0,6118.98,360,318000,1,1,96.3836478,0.2885
1,65,4680,2,2,4053.48,360,9264079,1,0,7135,0.495597484
0,41,5160,1,0,4105.5,180,278000,1,0,56.29496403,0.150273224
1,62,8280,3,1,5100,300,258000,1,0,83.91472868,0.709258148
1,43,2640,2,1,9282,360,1078000,1,0,9.879406308,0.245577409
1,43,8940,1,1,5610,360,768000,0,1,78.97135417,0.297945828
1,80,0,2,0,3570,360,12438204,1,0,4042,0.017423593
1,89,13440,3,0,0,360,1158000,1,0,52.37478411,0
1,50,6420,3,4,10200,360,278000,1,0,99.46043165,0.570342966
1,70,1140,1,0,4164.66,180,308000,1,0,24.83766234,0.126591577
1,56,13200,2,0,1938,360,2565345,1,0,7739,0.265649658
1,58,6900,1,1,0,360,718000,1,1,90.04178273,1598
1,55,7860,3,0,7351.14,360,14277471,1,0,4836,0.061459489
1,68,4260,3,0,5369.28,180,258000,1,1,49.03100775,0.117568851
1,34,7080,3,1,6375,360,518000,1,0,70.75289575,0.302351624
1,62,6720,2,2,4249.32,360,458000,0,0,69.10480349,0.54187665
1,71,567544,2,1,3653.64,360,528000,1,0,88.35227273,0.305330728
1,59,2700,3,1,5100,360,4744652,1,0,1341,0.131973605
1,41,3540,1,7,28764,180,228000,1,0,68.64035088,0.573313003
1,49,4200,2,0,6171,360,268000,1,0,84.51492537,0.128243266
1,54,4800,1,1,0,360,638000,1,0,49.60815047,3440
1,50,14400,2,1,3009,180,908000,1,0,53.57929515,1.464927143
1,47,4260,1,1,5610,360,758000,1,0,70.77836412,0.254135612
1,40,4860,3,0,5217.3,324,118000,1,1,98.72881356,0.014464425
1,49,6840,1,3,7224.66,360,158000,1,1,92.72151899,0.358554489
1,36,5700,1,1,0,360,178000,1,0,82.30337079,3746
1,36,249518,3,0,8160,360,688000,1,0,95.42151163,0.001249844
1,58,9000,2,0,11049.66,360,428000,1,0,85.63084112,0.099870777
1,51,5400,2,1,3586.32,360,358000,0,0,93.99441341,0.699175434
1,61,7380,3,2,11331.18,360,318000,1,1,90.09433962,0.362826283
1,41,5340,2,1,8112.06,360,478000,1,1,74.58158996,0.284133769
1,55,3180,2,1,0,360,328000,1,1,69.05487805,1360
1,65,6840,2,1,0,348,428000,1,0,69.27570093,928
1,46,3000,3,1,11073.12,360,258000,1,1,76.1627907,0.299622363
1,53,3540,3,1,0,360,368000,1,0,28.94021739,1946
1,43,551957,1,1,7834.62,360,328000,1,0,81.25,0.347435564
0,62,102000,3,3,5524.32,360,358000,1,0,91.20111732,0.661251615
1,62,7920,1,0,6949.26,235,208000,1,0,80.04807692,0.449809216
1,45,2460,3,0,3313.98,360,188000,0,0,99.20212766,0.179384615
1,50,136712,1,2,7255.26,360,348000,1,0,79.45402299,0.406100647
1,51,13020,2,0,5588.58,360,488000,0,0,79.20081967,0.002737226
1,68,5580,2,2,7854,360,6690950,1,0,6458,0.378781976
1,88,19740,1,1,3061.02,360,1738000,0,0,41.8009206,0.351432378
1,55,8460,3,2,6375,360,638000,1,0,68.4169279,0.444728843
1,61,3840,1,1,6426,360,458000,1,0,69.10480349,0.282177432
1,79,8700,2,0,1224,360,628000,1,0,63.13694268,0.007493755
1,62,7260,1,2,6244.44,360,538000,1,0,84.85130112,0.431487833
0,43,0,2,2,3855.6,360,6439375,1,0,4030,0.65141497
1,68,6000,1,2,6057.78,360,6399134,1,0,6731,0.76026936
1,40,3300,1,2,10306.08,360,13431064,1,0,1969,0.347154874
1,60,330263,2,1,2210.34,360,238000,1,0,78.36134454,1.33902214
1,50,1200,1,0,2040,180,68000,1,0,83.08823529,0.03848076
1,35,4500,3,2,5081.64,360,278000,1,0,56.29496403,0.332931969
1,48,9480,1,13,8160,360,448000,1,0,79.57589286,1.114610674
1,37,9840,2,1,0,360,458000,1,0,86.5720524,921
1,30,1860,3,0,3564.9,360,138000,1,0,98.91304348,0
1,41,5280,3,0,5949.66,360,438000,1,0,79.10958904,0
0,47,10740,3,4,5116.32,360,458000,1,0,75.65502183,1.336655372
1,38,7320,2,0,0,360,638000,1,0,73.11912226,0
1,46,5640,2,0,9180,360,368000,1,0,64.26630435,0.030996556
1,62,5100,1,2,10300.98,360,558000,1,0,87.18637993,0.258514851
1,82,13740,1,0,0,360,288000,1,1,99.47916667,492
1,82,11280,3,1,4755.24,360,778000,1,0,89.52442159,0.251125885
1,30,14760,2,1,4080,360,858000,1,1,46.21212121,0.509872532
1,56,6120,1,3,0,360,8137553,1,0,289,5592
1,59,7320,2,2,5610,360,178000,1,0,93.53932584,0.546627886
1,67,4680,3,0,0,360,528000,1,0,69.41287879,453
0,49,5280,3,3,0,180,388000,1,0,58.37628866,5775
1,36,5340,1,2,4929.66,360,248000,1,0,99.39516129,0.51985933
1,40,2820,2,2,7423.56,360,578000,1,0,49.56747405,0.459403764
1,67,549660,1,1,10727.34,360,398000,1,0,89.57286432,0.132819928
1,65,12180,3,2,16320,180,718000,1,0,63.57938719,0.514280357
1,51,3780,2,2,10200,360,478000,1,0,68.30543933,0.356664334
1,47,1860,1,1,9145.32,240,188000,1,0,51.32978723,0.319839411
1,30,11040,1,0,3187.5,360,278000,1,0,74.28057554,0.412348049
1,61,7980,3,1,0,180,528000,1,0,39.10984848,1458
1,52,6300,3,0,5100,360,478000,1,0,97.59414226,0.208558288
1,46,4500,3,0,4206.48,180,238000,1,0,69.95798319,0.171636364
1,56,20340,1,3,0,120,288000,1,0,54.34027778,5599
1,78,3600,2,1,1734,360,218000,1,0,99.31192661,1.068783069
1,93,69682,1,0,0,360,568000,1,0,94.45422535,6
1,57,11040,2,2,7989.66,360,358000,1,1,93.99441341,0.464768956
1,59,6420,3,0,1887,360,248000,1,0,91.33064516,0.034575905
0,31,1320,1,1,1224,360,88000,1,0,86.93181818,0.610324729
1,32,8880,2,2,4080,360,498000,1,0,89.65863454,0.95276181
1,53,5100,2,2,6834,360,128000,1,0,83.203125,0.495448441
1,43,4560,2,2,6120,360,318000,1,0,58.64779874,0.261456424
1,54,8820,2,2,1.02,360,628000,1,1,94.98407643,2024.5
1,26,5160,3,0,0,360,12840477,1,1,438,0
1,41,2400,2,1,0,360,108000,1,0,98.61111111,1582
1,74,544220,3,2,0,360,338000,1,0,81.80473373,1119
1,78,10200,1,2,8235.48,360,518000,1,0,76.54440154,0.354798762
1,63,8940,1,1,6827.88,360,348000,0,0,79.45402299,0.483495146
1,69,0,1,4,18307.98,360,4732874,1,0,1641,0.465125348
1,44,4500,3,1,4164.66,360,328000,0,1,87.34756098,0.347943193
1,60,75565,2,3,0,360,488000,1,1,93.54508197,3375
1,38,19020,2,1,0,360,288000,0,0,96.00694444,1446
1,56,6600,2,1,13599.66,360,848000,1,0,51.4740566,0.204139793
1,80,6420,3,1,3570,360,318000,1,0,99.52830189,0.291059697
1,87,11940,3,0,1020,360,668000,1,1,93.78742515,0.005994006
1,64,9720,3,1,0,360,998000,1,0,54.75951904,2746
1,68,12960,1,0,3060,360,898000,1,0,36.35857461,0.011662779
1,55,6720,1,0,7548,360,448000,1,1,79.57589286,0.115660046
1,65,5460,1,2,3980.04,360,318000,1,0,90.09433962,0.544965411
0,58,5040,2,1,4827.66,360,348000,1,0,73.70689655,0.593789607
1,73,33900,2,1,12342,360,578000,1,0,84.16955017,0.059912404
1,43,6780,1,1,10200,360,2608000,1,0,27.47315951,0.280271973
1,53,5220,1,1,8988.24,360,228000,1,0,94.95614035,0.306819471
1,71,17640,1,0,1621.8,360,878000,1,1,63.38268793,0.003771213
1,65,12540,3,1,6936,360,578000,1,0,72.05882353,0.077929716
1,28,5280,1,0,4731.78,360,598000,1,0,49.5819398,0.117025862
1,41,1620,1,0,6595.32,360,188000,1,0,72.60638298,0
0,33,7320,1,1,0,360,398000,1,0,97.11055276,1561
1,41,6960,2,0,6058.8,360,228000,1,0,81.79824561,0.322167985
1,39,1080,3,0,0,360,158000,1,1,67.40506329,0
1,55,8100,3,2,7140,360,538000,0,0,77.41635688,0.579631481
1,69,10500,3,2,3060,360,298000,1,0,69.29530201,0.814728424
1,60,1260,3,1,5610,360,198000,1,0,79.04040404,0.398473005
1,28,3480,1,0,4272.78,180,78000,1,1,85.25641026,0.254415274
1,53,11760,2,0,0,360,428000,1,0,99.64953271,353
1,38,4680,2,0,3060,360,198000,1,0,63.88888889,0.11796068
1,58,3060,2,1,5473.32,360,338000,1,0,64.05325444,0.28600708
1,66,2400,1,0,10284.66,360,6098761,1,0,4467,0.072491075
1,64,5040,1,4,0,360,508000,1,0,80.01968504,6015
1,45,6360,2,2,5100,360,538000,1,0,56.97026022,0.944611078
1,57,4620,2,2,6120,360,98000,1,0,98.46938776,0.795867355
1,53,7920,3,2,4674.66,360,368000,1,0,80.57065217,0.430410122
1,45,4440,1,1,0,360,268000,1,0,103.1716418,3197
1,37,6540,1,0,3570,360,268000,1,0,103.1716418,0.330762639
1,58,0,2,1,0,360,262662,1,0,7218,2153
1,43,1620,1,0,3825,360,148000,0,0,71.95945946,0.048520395
1,49,8040,3,3,6630,300,508000,1,0,74.11417323,0.861867405
1,28,2580,3,0,0,360,208000,1,0,94.47115385,501
1,33,5160,2,2,4164.66,360,388000,1,0,53.22164948,0.50367287
1,37,5700,1,0,3706.68,360,508000,1,0,80.01968504,0.08088033
1,58,3480,1,1,0,156,908000,1,0,19.43832599,1521
1,69,5760,2,0,5100,360,278000,1,0,67.08633094,0.088982204
1,41,9600,2,0,18462,360,788000,1,0,79.50507614,0.081100492
1,78,5520,2,0,2927.4,360,6863390,1,0,2995,0.01010101
1,35,6180,1,0,1679.94,360,498000,1,1,81.62650602,0
1,40,487156,3,0,0,360,538000,1,0,101.5799257,561
1,50,6000,2,1,3399.66,360,278000,1,0,95.86330935,0.944511098
1,70,4500,2,0,0,360,458000,1,0,56.00436681,0
0,50,6300,2,1,0,360,658000,0,0,38.98176292,2506
1,39,10200,3,2,6120,360,938000,1,0,72.12153518,0.465589068
1,51,551171,3,3,5796.66,360,438000,1,1,99.65753425,0.880717804
1,54,3000,2,1,5304,360,2821321,1,0,4589,0.317438954
1,69,3540,3,0,7140,180,148000,1,0,85.47297297,0.255963434
0,47,2520,3,2,0,360,488000,1,0,32.06967213,1339
1,57,6720,2,1,12672.48,240,278000,1,0,81.47482014,0.303661972
1,63,4080,3,1,0,360,208000,1,1,99.27884615,2986
1,44,5640,1,0,3978,360,308000,1,0,83.27922078,0.121507306
1,72,4380,2,1,10710,360,308000,1,0,63.7987013,0.298447767
1,62,2640,3,1,0,360,328000,1,0,50.76219512,1424
1,39,8280,3,1,0,360,15141321,1,0,581,3351
1,55,2460,1,2,10710,360,148000,1,0,98.98648649,0.625178554
1,28,4080,3,0,0,360,108000,1,0,98.61111111,610
1,65,5820,1,2,7566.36,360,6149880,1,0,7094,0.418789594
1,62,6780,2,0,3575.1,360,558000,1,0,74.64157706,0.015687393
1,38,2280,1,0,2550,360,238000,1,0,61.55462185,0.151939224
0,78,6960,3,2,12250.2,360,568000,1,0,76.84859155,0.141287153
1,69,3240,1,2,8554.74,360,318000,1,0,58.64779874,0.452432046
1,52,10320,2,1,3337.44,360,13049878,1,0,973,0.437213566
1,65,5220,3,0,0,360,678000,1,0,77.65486726,2
1,35,158744,3,1,4080,360,268000,1,0,114.3656716,0.644088978
1,30,469593,2,0,5304,360,288000,1,0,89.0625,0.26821765
1,45,11280,2,1,4914.36,360,588000,1,0,79.33673469,0.298817182
1,40,5340,2,0,0,180,448000,0,0,39.39732143,101
1,40,6000,2,2,3331.32,228,298000,1,0,45.80536913,1.001224365
1,64,6000,2,1,6375,360,13171427,1,0,6212,0.275635898
1,58,8820,1,2,11568.84,360,588000,1,0,69.13265306,0.309530107
1,53,4320,1,2,9604.32,180,548000,1,0,55.93065693,0.347138154
1,67,4500,3,1,3116.1,360,348000,1,0,88.07471264,0.714986911
1,50,7260,1,2,12240,360,728000,1,0,98.42032967,0.080159987
1,35,6720,3,1,3374.16,360,668000,0,0,83.30838323,0.371713509
1,31,8220,2,0,1232.16,360,488000,1,1,75.10245902,0.239040529
1,48,7800,3,0,3825,360,388000,1,0,89.30412371,0.052252733
1,51,8880,3,2,4080,180,448000,1,0,66.18303571,0.772556861
1,65,4740,2,1,0,360,278000,1,1,81.47482014,676
1,67,11820,1,1,0,360,328000,1,0,75.15243902,710
1,47,25800,2,1,5253,360,2658000,1,0,27.33258089,0.375461076
1,38,17040,3,2,5100,360,238000,1,0,74.15966387,0.585482903
1,73,10080,2,1,4896,360,368000,1,0,86.00543478,0.280358259
1,59,9720,3,1,3111,360,528000,1,0,94.03409091,0.872173058
1,45,4560,1,2,9078,360,888000,1,0,8.614864865,0.327828334
1,30,9000,2,0,4284,360,7847501,1,0,792,0.078314687
1,26,9960,3,0,5610,360,858000,1,0,71.85314685,0.069260135
1,38,5460,3,0,0,180,558000,1,1,54.92831541,74
0,61,6480,1,1,8160,360,578000,1,0,44.37716263,0.306461692
1,73,5160,1,2,0,180,188000,1,0,35.37234043,2465
1,49,9060,1,1,4726.68,360,418000,1,0,80.50239234,0.268176915
1,58,1320,3,1,11424,360,118000,0,0,56.3559322,0.155968217
1,28,9120,3,0,5100,144,468000,1,0,69.76495726,0.120375925
1,50,8820,2,3,5269.32,240,458000,1,0,45.08733624,0.337333075
1,61,387367,3,0,6426,360,548000,1,0,96.07664234,0.104745279
1,47,2760,3,3,0,360,10301709,1,0,1867,3416
1,71,14220,3,1,6528,360,2008000,1,0,33.69023904,0.162318388
1,64,7680,3,2,4386,360,368000,1,1,96.875,0.829109509
1,49,7200,2,0,4488,360,358000,1,0,85.61452514,0.149738696
1,55,6360,2,1,3468,360,318000,1,0,71.22641509,0.158482799
1,47,1680,1,2,15300,360,138000,1,0,77.17391304,0.346976868
1,65,2220,2,1,6512.7,360,178000,1,0,93.53932584,0.431882242
1,53,3480,3,1,3911.7,180,398000,1,0,29.27135678,0.316475495
1,69,524019,2,2,1906.38,360,228000,1,0,99.34210526,0.688235294
1,68,7680,3,3,6885,360,15787725,1,0,5,1.022663309
1,51,3360,1,2,10472.34,324,368000,0,0,80.57065217,0.224776003
1,62,9900,3,1,5610,360,648000,1,0,85.87962963,0.641337939
1,67,19440,3,0,3286.44,360,4059490,1,0,1398,0.009308098
1,64,6300,2,2,3723,360,278000,1,0,99.46043165,0.820870994
1,54,6780,3,1,6140.4,360,808000,1,0,62.68564356,0.642086032
1,75,5280,2,1,5610,360,458000,1,0,53.8209607,0.178694783
1,76,3720,1,0,3921.9,360,10028288,1,0,3683,0.015080603
1,27,6120,2,0,3672,180,278000,1,0,49.10071942,0.024159956
1,62,7620,1,1,20400,360,468000,1,0,99.67948718,0.0839958
0,41,5460,2,0,3264,360,528000,1,0,75.09469697,0
1,45,3420,2,2,6563.7,360,318000,1,0,93.23899371,0.576600373
1,66,3360,2,0,5100,360,288000,1,1,78.64583333,0.01119776
1,65,563193,3,1,3825,360,148000,1,0,92.22972973,0.43854972
0,76,32340,1,1,0,360,1378000,0,0,68.68650218,1607
1,53,12960,1,1,4590,144,508000,1,0,46.55511811,0.215507665
1,53,10140,1,1,5610,360,1478000,1,0,45.0947226,0.177240502
1,73,5340,1,1,0,360,408000,1,0,80.0245098,475
1,66,5580,1,2,16321.02,360,278000,1,0,88.66906475,0.147106612
1,40,5580,1,0,3825,240,518000,1,0,68.82239382,0.005331911
1,66,5520,2,1,0,360,1181302,1,0,7732,2475
1,48,1620,3,1,8584.32,180,218000,1,1,67.20183486,0.305453249
1,64,6360,3,2,9094.32,240,798000,1,0,57.20551378,0.162722889
1,39,5100,2,1,6120,360,358000,1,0,93.99441341,0.37793701
1,58,39431,3,3,6118.98,360,708000,1,0,88.48870056,0.785833333
0,53,5460,1,2,5524.32,360,398000,1,0,74.49748744,0.627653683
1,75,499563,3,1,4182,360,728000,1,0,79.18956044,0.172640819
1,74,5700,3,0,2244,240,288000,1,0,78.64583333,0.332576102
1,61,40680,3,1,0,240,558000,1,0,71.05734767,1091
1,58,2280,2,0,0,360,288000,1,0,64.75694444,125
1,82,4980,3,0,5202,360,298000,1,0,79.36241611,0.083120957
1,86,3720,2,0,1257.66,360,118000,1,0,98.72881356,0.284440843
0,48,9120,1,1,3045.72,360,678000,1,0,71.75516224,0.753264145
1,38,3660,2,0,5029.62,360,478000,1,0,80.85774059,0.375304136
1,53,3900,2,0,0,360,378000,1,0,96.95767196,0
1,53,2760,3,1,5646.72,360,188000,1,1,72.60638298,0.307025465
1,47,2100,2,1,4646.1,360,1777115,1,0,4758,0.402765584
1,85,3420,3,0,0,360,13387248,1,0,4631,169
1,33,22320,1,0,1815.6,180,1358000,0,0,57.91605302,0.012914093
1,65,5100,2,1,3176.28,180,348000,1,0,59.33908046,0.550882825
1,44,544598,2,1,0,360,318000,1,0,93.23899371,3371
1,85,6120,1,0,2040,360,368000,1,1,72.41847826,0.005497251
1,41,89893,1,0,3271.14,360,448000,1,0,84.04017857,0.474438903
1,73,10380,2,1,2281.74,360,648000,1,0,41.12654321,0.556747096
1,48,10200,1,0,4243.2,360,458000,1,0,73.47161572,0.109589041
1,65,11700,3,3,10200,180,1008000,1,0,36.35912698,0.566943306
1,35,5280,3,0,3825,360,998000,1,0,63.77755511,0.194081578
1,68,19560,2,2,6120,180,328000,1,0,78.20121951,0.507915347
1,57,2820,3,3,3060,360,5693955,1,0,5327,0.952015995
1,65,9600,3,2,5509.02,360,438000,1,0,79.10958904,0.290818215
1,64,2640,1,0,3061.02,360,278000,1,0,67.08633094,0.038974017
1,61,7800,2,3,16320,360,808000,1,0,61.4480198,0.196675208
1,32,19560,3,0,0,180,288000,1,0,78.64583333,774
1,79,5640,2,1,6197.52,360,538000,1,0,49.53531599,0.398387362
1,33,11940,1,0,4846.02,360,998000,1,0,46.74348697,0.108375421
1,68,2820,2,2,15083.76,240,158000,1,0,61.07594937,0.330313071
1,57,9300,3,0,6630,360,948000,1,0,69.25105485,0.114136287
1,68,2100,3,2,0,360,288000,1,0,57.8125,5093
1,55,4800,2,2,5610,360,468000,1,0,56.94444444,0.500999818
1,69,562871,3,0,3162,360,528000,1,0,95.9280303,0.051918736
1,34,9780,2,2,4080,360,8549187,1,0,2140,0.504623844
1,33,7860,3,1,5100,360,338000,1,0,61.09467456,0.337732454
1,63,500047,3,1,11049.66,360,168000,1,1,99.10714286,0.130791951
1,62,1860,1,2,3672,324,178000,1,0,82.30337079,0.596778673
1,67,3420,1,1,6462.72,360,728000,1,0,46.22252747,0.358371469
1,65,4080,1,1,7900.92,180,308000,1,0,41.07142857,0.088679489
1,56,6360,3,1,4810.32,360,638000,0,0,8.855799373,0.284078864
1,53,9840,3,2,0,120,308000,1,0,67.04545455,3377
1,78,7500,3,1,3100.8,360,998000,1,0,63.77755511,0.428148635
1,64,3600,3,1,6936,360,158000,1,0,80.06329114,0.098661961
1,35,1140,3,0,1632,360,128000,1,0,67.578125,0.296689569
1,81,4320,2,1,10710,360,178000,0,0,82.30337079,0.247785925
0,40,3960,3,0,0,360,198000,1,0,73.98989899,299
1,57,7500,3,3,5380.5,360,7632815,1,0,4036,0.658263836
1,30,6240,1,0,6732,360,428000,1,0,24.88317757,0.064687169
1,57,9840,3,0,0,360,618000,0,1,73.86731392,479
1,25,2400,2,0,1428,360,218000,1,0,94.72477064,0.201998572
1,48,6540,2,2,4641,360,288000,1,0,89.0625,1.019775873
1,64,5520,2,0,5202,360,348000,1,0,96.6954023,0.00117624
1,40,15840,2,0,0,360,508000,1,0,80.01968504,344
1,26,1560,2,0,1927.8,360,138000,1,1,84.42028986,0.011105235
1,81,2400,2,2,0,360,228000,1,0,37.93859649,2011
1,70,14340,3,0,2142,360,998000,1,0,64.77955912,0.380771061
0,44,7500,1,0,5100,360,178000,1,1,104.7752809,0.065586883
1,60,2280,2,1,0,360,168000,1,0,105.0595238,2425
1,35,6540,1,2,0,360,98000,1,0,67.85714286,1318
1,40,18000,1,1,3570,360,1358000,0,0,80.00736377,0.556698086
1,62,6480,1,3,0,360,118000,1,0,107.2033898,3192
1,43,12600,1,1,8670,360,948000,1,1,68.19620253,0.309375368
0,51,273999,3,0,8313,360,548000,0,1,94.25182482,0.320451478
1,66,8220,2,0,0,360,108000,1,1,89.35185185,59
1,62,3300,3,1,8199.78,360,278000,1,0,95.86330935,0.413681592
1,65,13260,3,0,2652,360,448000,1,0,57.25446429,0.163014225
1,63,4140,3,3,4386,360,308000,1,0,80.03246753,0.661939084
1,42,5820,3,0,5439.66,180,218000,1,1,67.20183486,0.164604424
1,62,10320,2,0,1.02,180,6970055,1,0,3030,214
1,79,3900,2,1,0,360,128000,1,1,98.828125,1606
1,52,8760,3,2,6466.8,360,438000,1,0,101.9406393,0.214477212
1,73,15840,2,4,10200,360,528000,1,0,56.15530303,0.707429257
1,70,1260,2,1,21675,360,168000,1,1,69.3452381,0.203331608
1,28,3060,3,0,0,324,218000,1,0,90.13761468,670
1,66,10620,2,2,15163.32,360,328000,1,0,78.20121951,0.164659985
1,71,6060,3,2,6799.32,360,398000,1,0,71.98492462,0.416379181
